x,y,amplitude,angle,rob,action 0,action 1,action 2,action 3,action 4,action 5
2,2,2,3,2,,-10.0,-10.0,-10.0,-10.0,-8.69737106342145
3,1,2,4,0,-2.738471579090577,,-3.1808761986503074,-3.196055916994526,-3.3220556683777223,-3.2952494926502394
1,5,3,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,8,2,4,2,,-2.3390292349817825,-2.260709216006662,-1.7295442505869503,-0.26424131590645666,-2.090033399967316
1,7,3,3,2,,-10.0,6.810231077406737,-10.0,-10.0,-10.0
4,8,2,3,2,,-3.2554836567724954,-1.802372913788911,-3.7076506291795366,-3.1844400203417087,-3.285813694240429
3,2,3,4,0,-4.4093866313897845,,-7.475401763776456,-7.738000151555571,-10.0,-10.0
3,6,1,4,0,-0.5569374335474248,,,0.0,0.0,
3,0,3,3,0,-6.3723431441709995,,-0.6718381625860268,-8.368668144730945,-7.908720704404979,-4.449123581904645
3,5,2,4,0,-1.425,,-1.425,-1.425,-2.0325,-2.0325
3,3,3,4,0,-10.0,,-9.75,-8.674058216067465,-9.75,-10.0
2,2,3,4,0,-10.0,,,,-10.0,
2,3,3,4,0,,,-10.0,,,-10.0
3,0,2,3,2,,-2.57925,-3.071325,-2.57925,-2.57925,-2.57925
3,4,3,3,0,-8.827426224070937,,-10.0,-8.365160259265915,-8.884658964155296,-8.84049623408923
3,2,2,4,0,1.0102326441841563,,-2.57925,-2.0723151297051086,-2.5092816325404286,-1.9709999316878233
3,2,3,3,0,-10.0,,2.391595059753162,-4.762305923456591,-4.14248149647152,-6.053273709269455
3,2,2,3,0,-0.75,,,4.8372762124946895,-0.75,1.2230262167337416
3,4,2,3,2,,-2.1886954091189224,-2.0325,-2.57925,-2.57925,-2.0325
2,2,3,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
4,5,1,4,0,0.24129601306290108,,0.0,0.0,0.0,
5,8,1,4,2,,0.0,,,,0.0
4,8,1,3,2,,-0.45690010430671224,-0.34699317795410045,-0.3884352069330185,-0.38073447880180517,0.5363571940395464
2,0,2,4,0,-9.146421040607809,,-4.922000000000001,-4.197178669844851,-0.12528593646443764,-8.0
3,4,2,4,2,,-3.3003700489246866,-2.9682748542245374,-3.405464976423433,-2.958339035689275,-2.9958683867609923
2,1,2,3,2,,-10.0,-10.0,-10.0,-10.0,-4.90192075
3,0,2,3,0,-2.234597054255093,,0.0,0.4053713146577701,1.081827650806776,0.0
3,6,3,4,2,,-9.8523775,-3.0704839114216775,-7.3528899956205676,-6.13736117250537,-5.54691332439228
1,1,3,3,0,-10.0,,6.601208610453918,-10.0,-10.0,-10.0
1,1,2,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,4,2,3,0,-2.962942559138336,,-3.1175287601426307,-3.173161640500566,-3.3461363913798685,-3.305990840540621
4,2,2,3,0,-1.0496505829724243,,0.04632367841640778,0.0,0.44977035450823627,2.7136920816520442
1,0,3,4,0,-10.0,,-10.0,-9.325,-0.43406199999999995,10.459174519110622
1,3,3,3,0,-10.0,,-10.0,-8.379999999999999,-10.0,-10.0
1,1,3,4,0,-10.0,,0.7777403856484375,-0.5582748503799999,6.1846185384878725,-10.0
3,8,2,3,2,,-0.75,-0.8746304459360306,1.6398138485197007,-1.3279226803686466,-0.9100059016684056
1,3,3,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
2,8,3,3,0,,,,-10.0,,
1,5,3,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
3,0,2,4,2,,-3.789413124294142,-3.5141925,-3.5141925,-3.5141925,-3.5141925
2,1,3,3,0,,,-10.0,,,2.839919383847002
1,2,3,3,0,,,,7.14672814536643,-10.0,
2,2,3,4,2,,,,,-10.0,
2,5,2,3,0,-10.0,,-9.554265312843786,-10.0,-10.0,-10.0
5,6,1,4,2,,0.0,0.9646752816478302,,,0.0
2,0,3,4,0,,,,,,6.2604061999999985
2,8,3,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1,4,3,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,3,2,4,0,-5.149869605130417,,-5.161059291255321,-5.096197070363624,-4.985482449856922,-4.974414937343211
2,4,3,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,7,3,4,1,-10.0,-10.0,,-10.0,-10.0,-10.0
1,1,3,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
0,5,3,4,0,,,,,-10.0,
2,4,3,4,0,-10.0,,,,-10.0,
2,0,3,3,1,,,,,,-10.0
3,7,2,3,0,-3.8637240626471487,,-3.91277325,-3.91277325,-3.91277325,-3.5141925
1,8,3,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
1,7,3,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,3,3,3,0,-10.0,,-10.0,-3.463703314857998,-10.0,-10.0
4,7,2,3,0,-0.9175157772139987,,-2.9703397873129846,-2.7020510137546982,-2.8491620034758824,-2.8844932964080114
2,8,3,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
5,7,1,4,2,,,,,0.20305904577745593,0.0
4,6,2,3,0,-1.0132560027788542,,-1.5114511876224128,-1.2366378856522464,-2.007396977863811,-1.2859293116492725
2,0,3,4,1,-10.0,-10.0,,,-10.0,
3,6,2,3,2,,1.374536434891057,-0.75,-1.425,-0.7750535070272098,-0.75
2,1,3,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
3,8,2,3,0,-3.412521067845068,,-3.5141925,-3.5141925,-3.5141925,-3.2993175667894037
2,6,3,4,2,,,,,-10.0,7.225159022000001
2,5,3,4,2,,,,,,2.0165661276199995
4,6,2,3,2,,-1.3016723127324108,-2.8869996276561465,-2.324431089816784,-1.9478095574954517,-2.0371192117036214
2,5,3,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
0,5,2,3,1,,,-10.0,,,
1,1,3,4,2,,-10.0,-10.0,,-10.0,
2,4,3,3,1,,-10.0,,,10.0,
4,5,2,3,2,,-3.8285250089644514,-3.8521131981068826,-3.8768570302077943,-3.7395965786309837,-3.8714462554305324
2,1,3,4,0,,,,8.0,,
2,8,3,4,2,,,,10.0,-10.0,-10.0
2,4,3,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
2,7,3,4,2,,-10.0,8.379999999999999,,10.0,-10.0
5,8,1,3,0,,,,0.0,,0.0
2,7,3,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
3,7,2,4,0,,,0.0,,,0.0
2,0,3,3,0,,,-10.0,,-10.0,10.6075
5,1,1,4,0,0.524425125277514,,,-0.010399600742160828,-0.001433489193632971,
2,2,3,3,0,-10.0,,1.2922261999999993,-10.0,-10.0,-10.0
2,5,3,3,2,,,-10.0,,,
2,4,3,4,1,-10.0,,,,,-10.0
0,3,1,3,1,,-10.0,,,,
2,3,3,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
5,1,1,4,2,,0.0,0.051158314631946616,,0.0,
5,0,1,4,0,-0.010618569353941171,,-0.02705883237330317,0.0,0.0,0.39055884139684355
2,2,3,3,1,-10.0,,,,,
2,8,3,4,0,-10.0,,,,,
5,2,1,4,0,,,0.0,,0.008039224048269589,0.0
5,0,1,3,0,,,0.03358100863012511,,0.0,0.0
5,0,1,4,2,,-0.04712728882332415,-0.042727306358400254,-0.01501828625667959,-0.0394074749386634,0.01703906413536421
5,7,1,4,0,,,,,0.0,
2,8,3,3,2,,,-10.0,8.2,,
5,2,1,4,2,,0.0,0.0,0.13304304407709142,,0.0
2,6,3,3,0,,,,-10.0,,-10.0
0,3,3,3,0,,,,-10.0,,
2,3,3,3,1,,-10.0,-10.0,,,
5,0,1,3,2,,,0.0,,,
0,0,3,4,0,,,,,,10.0
5,4,1,4,0,,,,0.0,,
5,8,1,3,2,,0.0,0.16371741617380423,0.0,0.0,
0,4,1,4,1,,,,,10.0,
5,7,1,3,0,,,,0.02313753177539707,,
5,6,1,3,2,,,,,0.0,0.0
0,7,2,3,2,,,,,10.0,
0,6,1,3,1,,,,,,-10.0
